cx_name,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
Customer_03172,33,student,married,secondary,no,1536,no,no,cellular,9,feb,359,1,92,3,success,yes
Customer_03173,60,technician,married,secondary,no,824,yes,no,cellular,9,feb,127,1,558,7,other,yes
Customer_03174,24,student,single,tertiary,no,235,no,no,cellular,9,feb,98,1,92,1,success,yes
Customer_03175,18,student,single,unknown,no,108,no,no,cellular,9,feb,92,1,183,1,success,yes
Customer_03176,65,entrepreneur,married,tertiary,no,2331,no,no,telephone,9,feb,290,1,92,1,success,yes
Customer_03177,27,management,single,tertiary,no,390,no,no,cellular,9,feb,120,2,104,2,failure,yes
Customer_03178,35,admin.,single,secondary,no,-32,no,yes,cellular,9,feb,63,4,182,5,failure,yes
Customer_03179,39,blue-collar,single,tertiary,no,172,yes,no,cellular,9,feb,125,2,183,2,failure,yes
Customer_03180,53,admin.,married,secondary,no,10541,no,no,cellular,9,feb,164,2,92,1,success,yes
Customer_03181,23,student,single,secondary,no,480,no,no,cellular,9,feb,742,2,182,1,failure,yes
Customer_03182,34,admin.,married,secondary,no,2374,yes,no,cellular,9,feb,243,2,92,3,success,yes
Customer_03183,36,management,single,tertiary,no,479,no,no,cellular,9,feb,629,2,-1,0,unknown,yes
Customer_03184,52,unemployed,married,secondary,no,94,no,no,cellular,10,feb,153,1,92,13,success,yes
Customer_03185,36,student,single,unknown,no,417,no,no,cellular,10,feb,151,1,-1,0,unknown,yes
Customer_03186,61,retired,married,tertiary,no,2557,yes,no,cellular,10,feb,158,2,92,5,success,yes
Customer_03187,58,technician,married,secondary,no,589,yes,no,cellular,10,feb,511,3,183,6,success,yes
Customer_03188,48,unemployed,divorced,secondary,no,201,no,no,cellular,10,feb,406,2,92,2,success,yes
Customer_03189,34,management,divorced,tertiary,no,2885,no,no,cellular,10,feb,314,2,156,4,other,yes
Customer_03190,58,management,married,secondary,no,2155,no,yes,cellular,10,feb,135,2,92,5,success,yes
Customer_03191,39,technician,divorced,secondary,no,902,yes,no,cellular,10,feb,691,2,180,5,failure,yes
Customer_03192,44,management,married,tertiary,no,1791,no,no,cellular,11,feb,71,1,190,1,success,yes
Customer_03193,54,unknown,married,secondary,no,2206,no,no,cellular,11,feb,449,1,91,3,success,yes
Customer_03194,27,student,single,tertiary,no,5291,no,no,cellular,11,feb,293,1,91,4,success,yes
Customer_03195,77,retired,married,secondary,no,638,no,no,cellular,11,feb,288,1,188,1,success,yes
Customer_03196,30,admin.,single,secondary,no,4448,no,no,cellular,11,feb,112,8,-1,0,unknown,yes
Customer_03197,61,retired,married,tertiary,no,5267,no,no,cellular,11,feb,226,3,-1,0,unknown,yes
Customer_03198,76,retired,married,primary,no,3324,no,no,cellular,11,feb,309,1,90,4,success,yes
Customer_03199,28,blue-collar,married,secondary,no,61,yes,no,cellular,11,feb,253,1,174,4,success,yes
Customer_03200,35,management,married,tertiary,no,0,yes,no,cellular,11,feb,391,2,92,5,success,yes
Customer_03201,59,technician,married,secondary,no,116,no,no,cellular,11,feb,268,1,183,7,success,yes
Customer_03202,42,blue-collar,married,secondary,no,413,yes,no,cellular,11,feb,456,2,184,2,success,yes
Customer_03203,35,self-employed,single,tertiary,no,353,no,no,cellular,11,feb,352,1,183,1,success,yes
Customer_03204,71,retired,married,secondary,no,1712,no,no,cellular,11,feb,660,1,-1,0,unknown,yes
Customer_03205,60,retired,married,secondary,no,523,no,no,cellular,11,feb,467,1,182,3,success,yes
Customer_03206,34,blue-collar,married,secondary,no,1454,yes,no,cellular,11,feb,231,2,297,2,failure,yes
Customer_03207,57,retired,married,primary,no,9367,no,no,cellular,11,feb,981,1,90,6,success,yes
Customer_03208,75,retired,married,secondary,no,291,no,no,cellular,11,feb,515,1,183,1,failure,yes
Customer_03209,64,retired,married,tertiary,no,846,no,no,cellular,11,feb,671,1,181,3,failure,yes
Customer_03210,36,technician,married,tertiary,no,341,no,no,cellular,12,feb,419,2,183,1,success,yes
Customer_03211,29,technician,single,secondary,no,113,no,no,cellular,12,feb,328,2,183,4,success,yes
Customer_03212,34,management,single,tertiary,no,13014,no,no,cellular,12,feb,637,1,183,1,success,yes
Customer_03213,26,unemployed,single,secondary,no,632,no,no,cellular,12,feb,218,1,-1,0,unknown,yes
Customer_03214,41,management,married,tertiary,no,27696,no,no,cellular,12,feb,138,2,184,3,success,yes
Customer_03215,47,blue-collar,married,secondary,no,3715,no,no,cellular,12,feb,171,2,182,4,other,yes
Customer_03216,52,management,married,tertiary,no,4675,no,no,cellular,12,feb,181,3,-1,0,unknown,yes
Customer_03217,32,technician,married,secondary,no,3271,no,no,cellular,12,feb,375,1,374,1,other,yes
Customer_03218,21,student,single,secondary,no,123,no,no,telephone,12,feb,379,5,93,2,success,yes
Customer_03219,54,technician,married,secondary,no,10185,no,no,cellular,12,feb,251,1,186,3,success,yes
Customer_03220,29,management,single,tertiary,no,1026,no,no,cellular,12,feb,138,2,92,2,success,yes
Customer_03221,32,management,married,tertiary,no,905,no,no,cellular,12,feb,666,4,-1,0,unknown,yes
Customer_03222,38,services,married,secondary,no,775,no,no,cellular,12,feb,1835,3,182,2,success,yes
Customer_03223,48,unemployed,married,secondary,no,926,no,no,cellular,15,feb,382,4,185,6,success,yes
Customer_03224,46,management,married,tertiary,no,349,no,no,cellular,15,feb,295,2,616,1,failure,yes
Customer_03225,32,technician,married,secondary,no,484,yes,no,cellular,15,feb,83,6,187,3,success,yes
Customer_03226,49,services,married,primary,no,1830,yes,no,cellular,15,feb,136,1,-1,0,unknown,yes
Customer_03227,37,management,married,tertiary,no,2987,yes,no,cellular,15,feb,93,1,91,9,failure,yes
Customer_03228,37,technician,single,tertiary,no,197,no,no,cellular,15,feb,531,1,91,2,success,yes
Customer_03229,23,student,single,secondary,no,431,no,no,cellular,15,feb,201,3,186,2,success,yes
Customer_03230,58,admin.,married,secondary,no,169,no,no,cellular,15,feb,216,1,91,4,success,yes
Customer_03231,45,management,married,tertiary,no,226,yes,no,cellular,15,feb,91,4,185,6,success,yes
Customer_03232,30,unemployed,single,secondary,no,2424,no,no,cellular,15,feb,337,1,95,2,success,yes
Customer_03233,23,student,single,secondary,no,1234,no,no,cellular,15,feb,379,1,91,1,success,yes
Customer_03234,34,management,married,tertiary,no,271,yes,no,cellular,15,feb,308,1,94,4,success,yes
Customer_03235,27,management,single,tertiary,no,-69,yes,no,cellular,15,feb,205,3,-1,0,unknown,yes
Customer_03236,28,student,single,tertiary,no,1562,no,no,cellular,15,feb,659,4,-1,0,unknown,yes
Customer_03237,61,self-employed,divorced,tertiary,no,52587,no,no,cellular,15,feb,394,3,189,1,success,yes
Customer_03238,27,blue-collar,single,secondary,no,535,no,no,cellular,15,feb,171,1,91,2,success,yes
Customer_03239,34,management,single,tertiary,no,2159,no,no,unknown,18,feb,386,1,-1,0,unknown,yes
Customer_03240,52,technician,married,secondary,no,195,yes,no,cellular,18,feb,220,1,63,5,failure,yes
Customer_03241,28,technician,single,secondary,no,154,yes,no,cellular,18,feb,416,2,-1,0,unknown,yes
Customer_03242,35,management,single,tertiary,no,681,no,no,cellular,18,feb,737,1,561,2,success,yes
Customer_03243,66,retired,married,secondary,no,2326,no,yes,cellular,18,feb,232,1,181,1,success,yes
Customer_03244,52,services,married,secondary,no,961,no,yes,cellular,18,feb,222,1,553,4,failure,yes
Customer_03245,26,admin.,single,tertiary,no,2532,yes,yes,cellular,18,feb,269,1,-1,0,unknown,yes
Customer_03246,38,management,single,tertiary,no,455,yes,no,cellular,19,feb,255,2,555,6,success,yes
Customer_03247,59,self-employed,married,tertiary,no,2013,no,no,cellular,19,feb,222,4,94,2,success,yes
Customer_03248,47,blue-collar,married,secondary,no,1568,yes,no,cellular,19,feb,388,1,262,7,success,yes
Customer_03249,22,student,single,unknown,no,1215,no,no,cellular,19,feb,145,3,192,1,failure,yes
Customer_03250,82,retired,married,secondary,no,121,no,no,telephone,19,feb,330,1,-1,0,unknown,yes
Customer_03251,60,retired,divorced,secondary,no,1,no,no,cellular,19,feb,302,1,184,1,success,yes
Customer_03252,53,management,married,tertiary,no,597,no,no,unknown,22,feb,392,1,-1,0,unknown,yes
Customer_03253,39,management,single,tertiary,no,763,no,no,cellular,22,feb,543,1,189,1,failure,yes
Customer_03254,27,unknown,single,unknown,no,326,no,no,cellular,22,feb,326,1,-1,0,unknown,yes
Customer_03255,35,management,married,tertiary,no,1380,no,no,cellular,23,feb,155,1,-1,0,unknown,yes
Customer_03256,80,housemaid,married,primary,no,0,no,no,cellular,23,feb,639,1,189,1,failure,yes
Customer_03257,47,admin.,married,secondary,no,368,no,no,cellular,23,feb,269,1,187,5,success,yes
Customer_03258,72,retired,divorced,tertiary,no,438,no,no,cellular,23,feb,279,1,-1,0,unknown,yes
Customer_03259,45,management,single,tertiary,no,483,no,no,cellular,23,feb,95,2,265,11,other,yes
Customer_03260,37,unemployed,married,tertiary,no,7620,no,no,telephone,23,feb,367,1,176,6,failure,yes
Customer_03261,29,self-employed,single,tertiary,no,805,no,no,cellular,23,feb,132,1,103,7,failure,yes
Customer_03262,40,management,single,tertiary,no,0,yes,no,cellular,23,feb,228,2,182,6,failure,yes
Customer_03263,32,management,married,tertiary,no,302,yes,yes,unknown,23,feb,61,1,384,2,failure,yes
Customer_03264,20,student,single,secondary,no,215,no,no,cellular,24,feb,175,1,92,6,success,yes
Customer_03265,48,housemaid,married,tertiary,no,5473,no,no,cellular,24,feb,127,2,184,2,success,yes
Customer_03266,60,admin.,married,secondary,no,106,no,no,cellular,24,feb,137,1,187,4,success,yes
Customer_03267,70,retired,married,primary,no,2346,no,no,cellular,24,feb,694,1,184,5,failure,yes
Customer_03268,78,retired,divorced,secondary,no,3219,no,no,cellular,24,feb,151,1,-1,0,unknown,yes
Customer_03269,52,admin.,single,unknown,no,2227,no,no,cellular,24,feb,242,2,-1,0,unknown,yes
Customer_03270,61,self-employed,divorced,tertiary,no,6610,no,no,cellular,24,feb,481,2,-1,0,unknown,yes
Customer_03271,27,services,single,secondary,no,195,yes,no,cellular,25,feb,416,3,-1,0,unknown,yes
Customer_03272,63,technician,married,secondary,no,973,no,no,cellular,25,feb,318,1,388,1,success,yes
Customer_03273,59,technician,married,secondary,no,7766,yes,no,cellular,25,feb,1422,1,461,1,failure,yes
Customer_03274,22,student,single,secondary,no,948,no,no,telephone,25,feb,169,1,191,3,success,yes
Customer_03275,66,management,married,unknown,no,2149,yes,no,cellular,25,feb,98,1,87,10,failure,yes
Customer_03276,74,retired,married,primary,no,1413,no,no,cellular,25,feb,385,2,-1,0,unknown,yes
Customer_03277,52,technician,married,secondary,no,117,no,no,cellular,26,feb,959,3,186,6,success,yes
Customer_03278,71,retired,divorced,secondary,no,0,no,no,cellular,26,feb,771,1,171,1,success,yes
Customer_03279,33,management,married,tertiary,no,71,no,no,cellular,26,feb,335,3,102,2,failure,yes
Customer_03280,56,technician,married,secondary,no,1938,no,yes,cellular,26,feb,229,1,192,4,success,yes
Customer_03281,30,management,single,tertiary,no,5359,no,no,cellular,26,feb,427,1,191,3,success,yes
Customer_03282,73,retired,married,unknown,no,519,no,no,telephone,26,feb,270,3,133,2,success,yes
Customer_03283,28,blue-collar,single,secondary,no,-46,yes,no,cellular,2,mar,525,1,89,11,failure,yes
Customer_03284,27,technician,single,tertiary,no,1075,no,no,cellular,2,mar,658,1,-1,0,unknown,yes
Customer_03285,38,services,single,secondary,no,91,no,no,cellular,2,mar,207,1,-1,0,unknown,yes
Customer_03286,28,technician,single,secondary,no,598,yes,no,cellular,2,mar,177,1,288,2,failure,yes
Customer_03287,37,management,single,tertiary,no,1027,yes,no,cellular,2,mar,313,1,152,2,success,yes
Customer_03288,47,technician,married,primary,no,235,no,no,cellular,2,mar,136,2,203,1,other,yes
Customer_03289,60,retired,divorced,tertiary,no,2,no,no,cellular,2,mar,228,4,390,2,other,yes
Customer_03290,42,technician,married,secondary,no,4945,yes,no,cellular,2,mar,311,2,-1,0,unknown,yes
Customer_03291,27,student,single,tertiary,no,311,no,no,telephone,2,mar,187,3,322,1,other,yes
Customer_03292,25,student,single,secondary,no,154,no,no,cellular,3,mar,141,1,180,2,failure,yes
Customer_03293,90,retired,divorced,primary,no,712,no,no,telephone,3,mar,557,1,-1,0,unknown,yes
Customer_03294,29,student,single,unknown,no,7585,no,no,cellular,3,mar,145,2,198,1,failure,yes
Customer_03295,29,technician,single,tertiary,no,2489,yes,no,cellular,3,mar,355,1,86,5,failure,yes
Customer_03296,63,retired,married,secondary,no,2896,no,no,cellular,4,mar,180,2,-1,0,unknown,yes
Customer_03297,32,management,single,tertiary,no,354,no,no,cellular,4,mar,177,2,133,5,other,yes
Customer_03298,32,management,married,tertiary,no,2667,yes,no,cellular,4,mar,251,1,181,4,failure,yes
Customer_03299,42,management,married,tertiary,no,144,no,no,cellular,4,mar,148,1,87,4,failure,yes
Customer_03300,26,admin.,single,tertiary,no,760,yes,no,cellular,4,mar,456,2,281,5,success,yes
Customer_03301,73,retired,single,secondary,no,1050,no,no,cellular,4,mar,562,3,181,2,failure,yes
Customer_03302,26,student,single,secondary,no,5296,no,no,cellular,5,mar,229,1,205,1,failure,yes
Customer_03303,60,admin.,married,secondary,no,12980,no,no,cellular,5,mar,115,1,-1,0,unknown,yes
Customer_03304,25,blue-collar,single,secondary,no,509,no,no,cellular,5,mar,418,1,-1,0,unknown,yes
Customer_03305,64,retired,married,tertiary,no,1644,no,no,telephone,5,mar,341,4,179,4,success,yes
Customer_03306,68,retired,married,primary,no,451,no,no,cellular,5,mar,373,1,-1,0,unknown,yes
Customer_03307,39,services,married,secondary,no,53,no,no,unknown,5,mar,257,1,394,1,failure,yes
Customer_03308,40,unemployed,single,secondary,no,334,no,no,cellular,5,mar,219,1,91,6,other,yes
Customer_03309,37,management,married,tertiary,no,6771,no,no,cellular,5,mar,319,1,-1,0,unknown,yes
Customer_03310,36,services,married,secondary,no,52,yes,no,cellular,5,mar,498,2,179,7,success,yes
Customer_03311,33,management,divorced,tertiary,no,2240,no,no,cellular,8,mar,264,2,278,1,success,yes
Customer_03312,83,retired,married,tertiary,no,4761,no,no,telephone,8,mar,659,1,-1,0,unknown,yes
Customer_03313,31,technician,married,tertiary,no,1570,yes,no,cellular,8,mar,277,4,286,1,failure,yes
Customer_03314,64,unemployed,divorced,secondary,no,588,no,no,cellular,8,mar,409,1,-1,0,unknown,yes
Customer_03315,59,unemployed,married,secondary,no,957,no,no,cellular,8,mar,301,1,89,2,success,yes
Customer_03316,33,management,single,tertiary,no,224,no,no,cellular,8,mar,241,2,-1,0,unknown,yes
Customer_03317,35,management,married,tertiary,no,2161,no,no,cellular,9,mar,139,2,181,3,success,yes
Customer_03318,69,retired,married,unknown,no,426,no,no,telephone,9,mar,225,1,90,1,success,yes
Customer_03319,31,management,single,tertiary,no,147,no,no,cellular,9,mar,469,1,181,2,success,yes
Customer_03320,73,retired,married,primary,no,508,no,no,cellular,9,mar,176,1,-1,0,unknown,yes
Customer_03321,35,technician,married,secondary,no,294,yes,no,cellular,9,mar,301,1,90,4,success,yes
Customer_03322,28,management,single,tertiary,no,1825,no,no,cellular,9,mar,236,1,-1,0,unknown,yes
Customer_03323,34,management,married,tertiary,no,158,no,no,cellular,9,mar,212,3,181,6,success,yes
Customer_03324,33,management,married,tertiary,no,0,yes,no,cellular,9,mar,305,1,326,1,success,yes
Customer_03325,36,services,married,secondary,no,4721,no,no,cellular,9,mar,288,2,90,3,success,yes
Customer_03326,44,management,married,unknown,no,282,no,no,cellular,9,mar,700,2,154,3,success,yes
Customer_03327,19,student,single,unknown,no,108,no,no,cellular,9,mar,273,2,182,1,success,yes
Customer_03328,28,management,single,tertiary,no,187,no,no,cellular,9,mar,295,1,-1,0,unknown,yes
Customer_03329,51,blue-collar,married,primary,no,3764,no,no,telephone,9,mar,450,3,181,6,success,yes
Customer_03330,52,unemployed,married,secondary,no,1416,no,no,cellular,10,mar,436,2,182,1,success,yes
Customer_03331,61,retired,married,secondary,no,2801,yes,yes,cellular,10,mar,239,1,-1,0,unknown,yes
Customer_03332,39,management,married,tertiary,no,494,no,no,cellular,10,mar,106,2,478,3,failure,yes
Customer_03333,37,unemployed,married,secondary,no,1978,no,no,cellular,11,mar,335,1,-1,0,unknown,yes
Customer_03334,80,retired,married,primary,no,155,no,no,telephone,12,mar,290,1,93,2,success,yes
Customer_03335,61,admin.,married,secondary,no,4608,no,no,cellular,12,mar,212,1,-1,0,unknown,yes
Customer_03336,72,retired,married,secondary,no,951,no,yes,cellular,12,mar,229,3,339,1,failure,yes
Customer_03337,36,management,married,tertiary,no,495,no,no,cellular,12,mar,213,3,182,6,success,yes
Customer_03338,74,retired,married,tertiary,no,1843,no,no,cellular,15,mar,192,1,185,2,success,yes
Customer_03339,35,blue-collar,married,secondary,no,262,no,no,cellular,15,mar,427,1,181,3,success,yes
Customer_03340,82,retired,divorced,primary,no,0,no,no,telephone,15,mar,506,2,195,1,other,yes
Customer_03341,71,retired,married,tertiary,no,3561,no,no,telephone,15,mar,577,7,-1,0,unknown,yes
Customer_03342,38,housemaid,single,secondary,no,465,yes,no,cellular,16,mar,180,1,302,3,success,yes
Customer_03343,38,management,married,unknown,no,76,no,no,cellular,16,mar,261,1,-1,0,unknown,yes
Customer_03344,53,admin.,married,secondary,no,1796,no,no,telephone,16,mar,295,1,91,2,success,yes
Customer_03345,29,management,single,tertiary,no,874,yes,no,cellular,16,mar,231,1,181,2,success,yes
Customer_03346,64,retired,married,primary,no,2140,no,no,cellular,16,mar,881,3,155,2,failure,yes
Customer_03347,35,unemployed,single,secondary,no,295,no,no,unknown,17,mar,473,1,-1,0,unknown,yes
Customer_03348,35,admin.,married,secondary,no,304,no,no,cellular,18,mar,237,1,-1,0,unknown,yes
Customer_03349,46,management,divorced,tertiary,no,624,no,no,cellular,18,mar,420,1,276,1,other,yes
Customer_03350,25,blue-collar,single,secondary,no,303,no,no,cellular,18,mar,265,1,-1,0,unknown,yes
Customer_03351,46,management,married,tertiary,no,273,yes,no,cellular,18,mar,910,2,184,4,success,yes
Customer_03352,59,management,married,tertiary,no,3342,no,no,cellular,18,mar,467,2,188,6,other,yes
Customer_03353,35,technician,single,secondary,no,1227,no,no,cellular,18,mar,593,4,90,6,other,yes
Customer_03354,22,technician,single,secondary,no,283,yes,no,cellular,22,mar,254,2,-1,0,unknown,yes
Customer_03355,31,management,single,tertiary,no,3384,no,no,cellular,22,mar,247,3,187,3,success,yes
Customer_03356,43,management,divorced,tertiary,no,2367,no,no,cellular,22,mar,173,2,181,4,success,yes
Customer_03357,35,management,single,tertiary,no,5958,yes,no,cellular,22,mar,215,1,-1,0,unknown,yes
Customer_03358,60,admin.,married,secondary,no,3735,no,no,cellular,22,mar,248,1,90,10,success,yes
Customer_03359,54,management,married,secondary,no,2693,no,no,cellular,22,mar,222,1,188,6,other,yes
Customer_03360,29,self-employed,single,tertiary,no,655,no,no,cellular,23,mar,273,1,-1,0,unknown,yes
Customer_03361,30,student,single,secondary,no,1681,no,no,cellular,23,mar,128,1,106,2,success,yes
Customer_03362,28,management,single,tertiary,no,866,no,no,cellular,23,mar,191,2,-1,0,unknown,yes
Customer_03363,43,services,married,secondary,no,774,no,no,cellular,25,mar,101,1,421,1,success,yes
Customer_03364,37,services,married,secondary,no,2678,no,no,cellular,25,mar,156,1,-1,0,unknown,yes
Customer_03365,62,management,married,tertiary,no,3371,no,no,cellular,25,mar,187,1,178,2,success,yes
Customer_03366,57,management,married,tertiary,no,10583,no,no,cellular,25,mar,272,1,178,6,success,yes
Customer_03367,33,management,single,tertiary,no,4176,no,no,cellular,26,mar,288,3,-1,0,unknown,yes
Customer_03368,47,management,single,tertiary,no,334,yes,no,cellular,26,mar,360,1,326,8,failure,yes
Customer_03369,39,technician,single,tertiary,no,393,no,no,cellular,26,mar,281,1,-1,0,unknown,yes
Customer_03370,30,self-employed,single,tertiary,no,916,no,no,cellular,29,mar,92,2,90,2,success,yes
Customer_03371,28,admin.,single,tertiary,no,832,no,no,telephone,29,mar,433,3,342,1,failure,yes
Customer_03372,57,management,divorced,tertiary,no,3287,no,no,cellular,30,mar,277,2,337,1,success,yes
Customer_03373,23,services,single,secondary,no,488,no,no,cellular,30,mar,236,1,92,2,other,yes
Customer_03374,56,housemaid,single,tertiary,no,1947,no,no,unknown,30,mar,110,1,-1,0,unknown,yes
Customer_03375,44,admin.,divorced,tertiary,no,558,yes,no,cellular,31,mar,262,2,-1,0,unknown,yes
Customer_03376,80,retired,divorced,primary,no,235,no,no,cellular,31,mar,577,1,223,3,other,yes
Customer_03377,47,management,married,tertiary,no,288,no,no,cellular,31,mar,193,1,181,1,success,yes
Customer_03378,27,student,single,secondary,no,6036,no,no,cellular,31,mar,175,1,181,1,failure,yes
Customer_03379,26,management,single,tertiary,no,3,yes,yes,cellular,1,apr,149,1,350,1,success,yes
Customer_03380,50,technician,divorced,secondary,no,0,no,no,cellular,1,apr,280,1,184,3,success,yes
Customer_03381,84,retired,married,secondary,no,81204,no,no,telephone,1,apr,390,1,94,3,success,yes
Customer_03382,86,retired,married,primary,no,5236,no,no,telephone,1,apr,558,2,-1,0,unknown,yes
Customer_03383,46,management,married,unknown,no,2466,no,no,telephone,1,apr,216,3,370,1,failure,yes
Customer_03384,45,technician,married,secondary,no,1348,no,yes,cellular,1,apr,358,2,-1,0,unknown,yes
Customer_03385,60,blue-collar,married,primary,no,7929,no,no,unknown,1,apr,111,1,-1,0,unknown,yes
Customer_03386,47,admin.,married,secondary,no,70,yes,no,cellular,5,apr,144,4,374,2,success,yes
Customer_03387,53,admin.,married,secondary,no,459,no,no,cellular,5,apr,558,1,-1,0,unknown,yes
Customer_03388,54,technician,married,secondary,no,2102,yes,no,cellular,5,apr,547,1,626,2,failure,yes
Customer_03389,19,student,single,secondary,no,394,no,no,cellular,5,apr,327,3,-1,0,unknown,yes
Customer_03390,24,student,single,secondary,no,4126,no,no,cellular,5,apr,907,4,185,7,failure,yes
Customer_03391,39,management,divorced,tertiary,no,224,no,no,cellular,5,apr,208,1,-1,0,unknown,yes
Customer_03392,53,technician,married,tertiary,no,9001,no,no,cellular,5,apr,170,1,-1,0,unknown,yes
Customer_03393,29,management,single,unknown,no,560,no,no,cellular,5,apr,459,1,307,1,failure,yes
Customer_03394,30,management,married,tertiary,no,102,yes,no,cellular,5,apr,470,7,426,3,other,yes
Customer_03395,32,management,single,secondary,no,1088,yes,no,cellular,6,apr,317,1,363,2,success,yes
Customer_03396,33,self-employed,single,tertiary,no,562,yes,yes,cellular,6,apr,196,1,363,1,failure,yes
Customer_03397,33,management,single,tertiary,no,718,yes,no,cellular,6,apr,122,1,98,2,success,yes
Customer_03398,57,retired,married,unknown,no,230,no,no,cellular,6,apr,177,2,210,3,failure,yes
Customer_03399,27,technician,single,tertiary,no,-67,yes,no,cellular,6,apr,604,3,236,2,failure,yes
Customer_03400,55,management,married,tertiary,no,3848,yes,no,cellular,8,apr,222,2,-1,0,unknown,yes
Customer_03401,36,management,single,tertiary,no,579,no,no,unknown,12,apr,481,1,-1,0,unknown,yes
Customer_03402,26,management,single,tertiary,no,1646,no,no,cellular,12,apr,524,4,206,5,success,yes
Customer_03403,31,admin.,married,secondary,no,1229,no,no,cellular,12,apr,176,1,-1,0,unknown,yes
Customer_03404,25,unemployed,single,primary,no,129,no,no,cellular,12,apr,176,3,-1,0,unknown,yes
Customer_03405,49,admin.,married,secondary,no,197,yes,no,cellular,13,apr,223,1,182,2,failure,yes
Customer_03406,30,management,single,tertiary,no,3779,no,no,cellular,13,apr,1093,1,-1,0,unknown,yes
Customer_03407,32,management,single,tertiary,no,2016,no,no,cellular,13,apr,232,1,348,1,success,yes
Customer_03408,36,management,single,tertiary,no,436,no,no,cellular,13,apr,567,1,595,2,failure,yes
Customer_03409,38,management,married,tertiary,no,413,no,no,cellular,13,apr,240,1,179,2,failure,yes
Customer_03410,45,blue-collar,single,primary,no,116,no,no,unknown,13,apr,122,1,-1,0,unknown,yes
Customer_03411,36,management,single,unknown,no,62,no,no,cellular,13,apr,398,2,-1,0,unknown,yes
Customer_03412,23,student,single,secondary,no,107,no,no,cellular,13,apr,256,5,181,2,success,yes
Customer_03413,38,technician,married,secondary,no,497,no,no,unknown,14,apr,173,1,-1,0,unknown,yes
Customer_03414,44,services,married,primary,no,2557,yes,no,cellular,14,apr,250,1,181,8,success,yes
Customer_03415,35,management,single,tertiary,no,2646,no,no,cellular,14,apr,133,8,183,2,success,yes
Customer_03416,75,retired,married,secondary,no,3771,no,no,telephone,15,apr,185,1,181,2,success,yes
Customer_03417,26,technician,single,tertiary,no,1066,no,no,cellular,15,apr,200,1,-1,0,unknown,yes
Customer_03418,59,technician,married,secondary,no,1,no,no,cellular,15,apr,159,2,378,3,failure,yes
Customer_03419,30,management,single,tertiary,no,232,no,no,cellular,15,apr,141,1,-1,0,unknown,yes
Customer_03420,36,blue-collar,married,primary,no,1177,no,no,cellular,15,apr,330,1,311,4,success,yes
Customer_03421,39,technician,married,secondary,no,603,no,yes,cellular,15,apr,214,1,-1,0,unknown,yes
Customer_03422,24,management,single,tertiary,no,736,yes,no,cellular,15,apr,442,2,246,2,other,yes
Customer_03423,22,services,single,secondary,no,129,no,no,cellular,15,apr,218,2,181,1,success,yes
Customer_03424,36,management,married,tertiary,no,-115,yes,no,cellular,16,apr,297,4,182,2,other,yes
Customer_03425,22,management,single,tertiary,no,104,no,yes,cellular,16,apr,330,3,-1,0,unknown,yes
Customer_03426,34,management,married,tertiary,no,589,no,no,cellular,19,apr,125,2,-1,0,unknown,yes
Customer_03427,22,student,single,primary,no,3472,no,no,cellular,19,apr,529,1,181,4,success,yes
Customer_03428,57,management,married,tertiary,no,2845,yes,no,telephone,19,apr,1143,5,-1,0,unknown,yes
Customer_03429,30,student,single,tertiary,no,7529,no,no,cellular,20,apr,175,6,183,1,success,yes
Customer_03430,55,unemployed,divorced,secondary,no,309,no,no,cellular,20,apr,167,1,181,3,success,yes
Customer_03431,38,blue-collar,divorced,secondary,no,0,yes,no,telephone,20,apr,162,1,181,5,success,yes
Customer_03432,39,blue-collar,single,secondary,no,1672,yes,no,cellular,20,apr,462,1,648,1,failure,yes
Customer_03433,38,technician,single,secondary,no,1711,no,no,cellular,20,apr,379,3,202,1,success,yes
Customer_03434,24,admin.,single,secondary,no,1295,no,no,cellular,21,apr,476,1,-1,0,unknown,yes
Customer_03435,30,student,single,secondary,no,2046,no,no,telephone,21,apr,595,3,254,1,failure,yes
Customer_03436,29,blue-collar,single,tertiary,no,455,no,no,telephone,21,apr,403,1,-1,0,unknown,yes
Customer_03437,25,student,single,unknown,no,722,no,no,telephone,21,apr,623,2,-1,0,unknown,yes
Customer_03438,52,technician,married,secondary,no,371,yes,yes,cellular,21,apr,224,2,182,1,success,yes
Customer_03439,62,management,married,tertiary,no,997,no,no,cellular,22,apr,554,1,304,2,success,yes
Customer_03440,40,technician,married,tertiary,no,206,no,no,cellular,23,apr,499,6,185,4,success,yes
Customer_03441,76,retired,married,secondary,no,820,no,no,telephone,23,apr,263,4,-1,0,unknown,yes
Customer_03442,31,admin.,single,secondary,no,410,no,no,cellular,23,apr,342,1,-1,0,unknown,yes
Customer_03443,42,self-employed,married,secondary,no,1216,yes,no,cellular,23,apr,296,1,521,1,failure,yes
Customer_03444,43,technician,single,unknown,no,11115,no,no,cellular,23,apr,291,1,182,3,success,yes
Customer_03445,73,retired,married,primary,no,796,no,no,cellular,23,apr,888,1,182,3,success,yes
Customer_03446,41,management,divorced,tertiary,no,5037,no,no,cellular,23,apr,252,9,185,5,other,yes
Customer_03447,77,management,married,unknown,no,1780,yes,no,cellular,23,apr,361,2,182,5,success,yes
